,XLMiner : k-Means Clustering - Predicted Clusters,,,,,,,,,,,,Date: 03-Jul-2016 17:42:04,,
0,722,2,294481.2818,12073.32285,64280,0,3,1,1,21721,18,0,0,6280,1
0,723,2,345709.1943,41379.58745,14523,0,1,1,1,4197,4,0,0,6276,1
1,724,1,35812.96189,330198.1623,384470,0,3,1,1,20468,16,0,0,6280,1
0,725,2,351535.3343,47714.22255,9157,0,1,1,1,75,2,0,0,6274,0
0,726,2,208454.8327,115182.2671,151904,733,5,1,1,76440,25,950,8,6273,1
0,727,2,344132.0667,52713.61598,13781,0,4,1,1,48914,19,500,1,6269,1
0,728,2,318405.652,14225.7877,40567,0,3,1,1,18122,16,0,0,6268,0
0,729,2,316520.5338,12099.52292,43090,0,3,1,1,11411,10,0,0,6259,0
0,730,2,358616.959,54341.60653,1875,0,1,1,1,1250,3,0,0,6266,0
0,731,2,231353.3636,76791.41145,126555,0,4,1,1,41253,19,0,0,6280,1
0,732,2,341414.9343,48487.53879,16472,0,4,1,1,45517,12,0,0,6262,1
0,733,2,339490.9338,36356.91694,21270,0,1,1,1,318,10,0,0,6256,0
0,734,2,327390.7347,25534.49556,33410,0,1,1,1,818,12,0,0,6255,0
0,735,2,344870.1746,41174.5618,15750,0,1,1,1,1065,3,0,0,6254,1
0,736,2,255610.264,50722.49975,104665,0,2,1,1,9547,12,0,0,6249,0
0,737,2,272123.8731,56043.80925,86285,0,5,1,1,61274,14,0,0,6249,1
0,738,2,318736.0135,18198.9392,41967,0,1,1,1,2125,10,0,0,6247,0
0,739,2,324707.831,20185.75674,35026,0,1,1,1,9799,27,500,1,6247,0
0,740,2,219678.4715,92532.61269,138411,0,5,1,1,53843,14,0,0,6247,0
0,741,2,231775.1735,73437.27544,127693,0,3,1,1,17383,15,0,0,6246,1
0,742,2,305837.9394,28078.21131,52050,0,4,1,1,43190,14,0,0,6245,1
0,743,2,323783.7313,23096.94095,37162,0,1,1,1,0,0,0,0,6241,0
1,744,1,85268.66446,386044.1085,440265,4081,1,1,1,22750,15,1250,10,6234,1
0,745,2,293572.9224,14407.34419,66572,0,2,1,1,8048,14,450,2,6240,1
1,746,1,120821.8017,184729.9237,237093,0,4,1,1,42020,15,0,0,6240,0
0,747,2,280916.1335,26875.95465,79561,0,1,1,1,6333,12,400,2,6231,0
0,748,2,228902.7289,77396.52846,131528,0,2,1,1,10365,17,500,1,6227,0
0,749,2,348648.8216,44574.67047,11820,0,1,1,1,2045,5,0,0,6227,0
0,750,2,339768.8462,36227.95389,20810,0,1,1,1,1713,13,0,0,6225,0
0,751,2,169550.4612,143494.2183,189423,0,5,1,1,63584,31,600,1,6476,0
0,752,2,264671.0374,43973.86542,96477,0,1,1,1,2987,13,0,0,6221,1
0,753,2,253974.5886,52645.77011,106471,0,1,1,1,8444,5,100,1,6220,0
0,754,2,325395.3878,21684.45355,33374,0,3,1,1,20441,13,0,0,6214,1
1,755,1,147939.8116,159301.4917,210018,0,4,1,1,48914,16,0,0,6217,1
0,756,2,334028.396,31321.86547,26740,0,1,1,1,619,7,0,0,6213,0
1,757,1,113796.5446,191403.1031,244216,0,4,1,1,39166,14,0,0,6214,0
0,758,2,281318.2475,29698.53838,76737,0,4,1,1,34648,31,0,0,6211,0
0,759,2,338089.3186,33401.33865,20999,0,3,1,1,15914,13,0,0,6206,1
0,760,2,316379.7573,11855.23041,43179,0,3,1,1,11915,6,0,0,6214,1
0,761,2,241136.4955,65145.0774,119214,0,2,1,1,10028,16,0,0,6205,1
0,762,2,345497.7573,41546.30371,14988,0,1,1,1,2100,10,0,0,6203,0
0,763,2,338796.363,34489.53486,21334,0,1,1,1,5472,20,0,0,6200,0
0,764,2,253683.9284,61917.18698,104307,0,4,1,1,51769,24,450,1,6197,0
0,765,2,324843.731,61687.67685,34357,0,5,1,1,73622,25,100,1,6198,1
1,766,1,127129.5026,177854.0782,231437,0,3,1,1,31266,26,1550,4,6340,0
0,767,2,345943.8165,42177.33144,14662,0,1,1,1,1110,12,0,0,6197,0
0,768,2,345704.8621,41369.33806,13144,0,3,1,1,18615,18,0,0,6196,1
0,769,2,348210.2977,43409.93496,10978,0,3,1,1,14313,11,0,0,6193,1
0,770,2,207186.7162,100471.6062,150698,0,4,1,1,43589,20,1200,4,6193,0
0,771,2,342635.5495,39132.13706,18035,0,1,1,1,811,2,0,0,6193,0
0,772,2,167604.1364,140569.884,194604,0,2,1,1,6606,10,0,0,6190,0
0,773,2,242311.4543,63820.07046,117852,2376,1,1,1,11406,21,3850,13,6186,1
0,774,2,326238.9786,23392.70035,32356,0,3,1,1,22918,19,0,0,6571,0
0,775,2,313657.9306,27650.8999,44247,948,4,1,1,40939,26,0,0,6184,1
0,776,2,336941.503,33121.77382,23431,0,1,1,1,3546,10,0,0,6182,0
0,777,2,322127.4865,18047.27249,37773,0,2,1,1,8436,15,0,0,6179,1
1,778,1,119617.2857,191860.7685,245758,0,1,1,1,2750,4,750,2,6179,0
0,779,2,297554.8094,17592.07994,63587,0,1,1,1,500,1,500,1,6184,0
0,780,2,344984.3793,40466.32847,15088,0,1,1,1,5625,15,0,0,6177,1
0,781,2,206476.7921,110543.5905,152539,0,5,1,1,65972,14,0,0,6187,0
1,782,1,35192.05399,284455.9875,333500,0,5,1,1,69780,23,1258,4,6171,1
0,783,2,345323.9869,41222.12328,15064,0,1,1,1,2910,9,0,0,6171,1
0,784,2,341450.5675,37643.06188,19032,0,1,1,1,2375,12,0,0,6169,0
0,785,2,293135.1618,12525.27783,66434,0,3,1,1,13041,13,0,0,6230,0
0,786,2,215083.0286,92184.02441,146097,0,2,1,1,6919,16,0,0,6165,0
0,787,2,352270.8122,48112.15538,8207,0,1,1,1,1750,7,0,0,6184,0
1,788,1,67998.75105,239435.6668,293648,0,3,1,1,22148,15,0,0,6161,0
0,789,2,211752.9796,93330.67379,147472,0,3,1,1,20645,16,0,0,6163,1
0,790,2,255689.8384,49732.90663,103993,0,3,1,1,14149,13,100,1,6158,1
0,791,2,325749.0078,22782.88213,34651,0,1,1,1,4000,6,500,1,6157,1
0,792,2,255565.6257,57857.86074,102339,0,4,1,1,47498,19,0,0,6156,0
0,793,2,208760.369,100521.4229,149167,0,4,1,1,48521,13,0,0,6155,0
0,794,2,252773.9803,55054.42681,105249,0,4,1,1,36093,15,0,0,6153,1
0,795,2,304821.6474,10508.53937,55610,0,1,2,1,5095,13,0,0,6151,0
0,796,2,290049.3217,18691.81181,70391,0,1,1,1,6000,4,0,0,6150,1
0,797,2,283269.4566,32347.69152,74645,0,4,1,1,40367,18,0,0,6147,1
0,798,2,331292.5403,30814.97626,26939,0,4,1,1,29264,15,0,0,6148,1
1,799,1,154156.2793,166043.3215,207655,500,5,1,1,78967,31,0,0,6144,0
0,800,2,353266.7006,49377.923,7421,0,1,1,1,0,0,0,0,6142,1
0,801,2,283433.8338,49339.37647,74924,6286,4,1,1,59650,13,0,0,6141,0
0,802,2,343158.8277,39794.12039,17599,0,1,1,1,100,1,0,0,6029,0
0,803,2,355032.8009,50995.07505,5594,0,1,1,1,370,1,0,0,5835,0
0,804,2,293584.7593,12432.83842,66122,0,3,1,1,11756,13,0,0,5630,1
0,805,2,348700.5233,44992.42722,12024,0,1,1,1,0,0,0,0,5119,0
0,806,2,317563.9318,13220.52944,42044,2253,3,1,1,11433,10,0,0,6140,1
0,807,2,275554.1005,57544.54136,83105,0,4,1,1,65077,28,753,3,6137,1
0,808,2,206070.4405,99590.34906,152063,0,4,1,1,34257,19,1100,3,6159,1
0,809,2,299277.8403,7841.591403,59546,0,3,1,1,20730,4,0,0,6135,0
0,810,2,359323.1814,55135.32706,1258,0,1,1,1,475,4,0,0,6134,0
0,811,2,285798.2691,24596.87691,75181,0,1,1,1,2455,7,1100,3,6133,0
0,812,2,290734.9418,14592.44204,68255,0,3,1,1,19077,22,400,2,6130,1
0,813,2,299780.7481,38073.21109,58229,0,5,1,1,53108,16,500,1,6137,1
0,814,2,260542.0057,51099.45034,97349,0,4,1,1,42774,14,0,0,6128,0
0,815,2,226919.6497,88563.06739,131424,0,5,1,1,58814,14,50,1,6128,1
0,816,2,334733.3239,30817.88756,24011,0,2,1,1,20442,9,0,0,6123,1
0,817,2,296690.3288,18518.90463,64538,0,1,1,1,0,0,0,0,6123,0
0,818,2,356704.3598,52516.85434,3832,0,1,1,1,1000,1,0,0,6120,0
0,819,2,354703.6585,63067.64694,3268,0,4,1,1,52263,32,0,0,6120,1
0,820,2,323249.0549,19446.64693,36790,0,1,1,1,7158,14,0,0,6133,0
1,821,1,38895.57984,309006.0785,363165,2565,1,1,1,5950,11,1850,8,6116,1
0,822,2,182973.4932,125568.8455,179382,0,1,1,1,4225,7,0,0,6115,0
1,823,1,144224.9705,164041.3709,218207,0,1,1,1,8500,4,0,0,6114,1
1,824,1,408243.5309,712960.9899,765738,0,5,1,1,62133,14,0,0,6112,1
0,825,2,306851.2865,15443.24974,54265,0,1,1,1,0,0,0,0,6109,0
0,826,2,289275.831,15829.19096,69959,0,3,1,1,16504,13,0,0,6108,0
0,827,2,273269.2863,32277.65491,86380,2643,1,1,1,13500,3,0,0,6102,1
0,828,2,312733.8039,16566.6525,48321,0,1,1,1,0,0,0,0,6102,0
0,829,2,279844.4998,32459.4218,78130,0,4,1,1,37251,15,900,2,6120,0
0,830,2,334202.3895,29345.33481,25333,0,3,1,1,11229,16,300,2,6099,1
0,831,2,304248.1079,6632.665153,54522,0,3,1,1,21221,45,2500,5,6125,0
0,832,2,282757.2142,26820.5074,75413,0,4,1,1,31726,18,0,0,6094,0
1,833,1,68278.48092,243187.6297,292533,0,5,1,1,64186,15,1000,2,6095,1
0,834,2,246566.9301,62435.19708,114932,8559,1,1,1,3150,13,1650,12,6092,1
0,835,2,339527.902,36667.35891,18932,0,3,1,1,24660,22,0,0,6091,1
0,836,2,322995.9815,58841.79776,35997,0,5,1,1,71171,19,900,5,6088,1
0,837,2,221381.4472,84938.75687,136664,0,4,1,1,36024,15,0,0,6086,0
0,838,2,185146.9845,119988.96,173191,0,4,1,1,31503,13,0,0,6084,1
0,839,2,344201.677,40731.45681,16528,0,1,1,1,250,2,0,0,6081,0
0,840,2,238992.4015,66206.42524,119932,0,3,1,1,22463,26,5177,11,6077,1
0,841,2,214009.5205,91641.1568,144171,0,4,1,1,33200,15,0,0,6073,0
0,842,2,281208.8028,50221.51596,77109,0,5,1,1,60000,7,0,0,6071,0
0,843,2,213919.0114,91070.69664,144973,0,3,1,1,23703,14,0,0,6280,0
0,844,2,286109.7127,25026.7741,75027,0,1,1,1,1390,3,500,1,6067,0
0,845,2,261500.2592,50696.48597,96387,0,4,1,1,43512,20,0,0,6065,1
0,846,2,325966.4851,24387.63741,34854,0,1,1,1,750,5,650,4,6063,0
0,847,2,315691.5229,12595.58273,44307,0,2,1,1,7944,8,0,0,6060,0
0,848,2,284776.4428,53205.84964,73836,0,5,1,1,64748,19,0,0,6087,0
0,849,2,340666.2196,37516.85075,20126,0,1,1,1,0,0,0,0,6053,0
0,850,2,301815.9608,18367.49686,56268,0,4,1,1,33447,14,100,1,6017,1
0,851,2,338154.6237,96401.97354,25629,0,4,1,5,107308,36,600,2,5966,1
0,852,2,287349.7276,24000.84185,70774,0,3,1,1,32635,31,1400,14,5931,1
0,853,2,354134.821,49958.40987,6371,0,1,1,1,1404,8,0,0,5905,0
0,854,2,264278.1293,41445.01453,95595,0,3,1,1,12060,14,0,0,5877,0
0,855,2,306060.9255,25889.47011,51843,0,4,1,1,40997,17,0,0,5859,0
0,856,2,273248.2032,35462.53034,84868,0,4,1,1,33187,15,0,0,6057,0
0,857,2,281387.6757,28414.80808,79629,0,1,1,1,2550,2,50,1,6091,0
0,858,2,302238.1141,14008.88311,58620,0,1,1,1,2125,10,0,0,6051,0
0,859,2,289064.8946,61281.62353,70380,0,5,1,1,74399,12,0,0,6050,1
0,860,2,265513.6979,39520.11167,93473,0,3,1,1,20257,15,0,0,6049,0
0,861,2,226917.0892,78542.13545,131621,0,2,1,1,27846,31,6047,11,6045,1
0,862,2,164671.0551,141264.8727,195563,0,3,1,1,16715,13,0,0,6042,0
0,863,2,339103.8142,34954.69575,21138,0,1,1,1,4500,2,0,0,6031,1
0,864,2,268223.4111,41843.23753,93319,0,1,1,1,270,3,100,1,6043,0
0,865,2,301790.4674,46585.8482,56606,3818,4,1,1,61634,14,100,1,6039,1
0,866,2,319271.1878,24918.89069,38763,0,4,1,1,34652,13,0,0,6037,1
0,867,2,343335.1673,38545.00836,16430,0,2,1,1,8528,12,0,0,6036,1
0,868,2,298654.1104,10290.0674,61440,0,2,1,1,8156,25,0,0,6032,0
0,869,2,156257.1327,152693.3137,206648,0,1,1,1,5132,16,2450,11,6030,1
1,870,1,49525.41431,269033.8501,323273,0,1,1,1,9000,5,500,1,6028,1
0,871,2,282109.8205,23334.06903,76702,0,3,1,1,21568,17,0,0,6025,1
0,872,2,339640.0222,35076.48323,19348,0,3,1,1,17059,19,0,0,6022,1
0,873,2,328199.382,23770.15187,31669,0,2,1,1,8384,15,0,0,6018,1
0,874,2,319439.6817,17148.19121,40902,0,1,1,1,4850,7,1350,5,6018,0
0,875,2,343514.5538,39514.38335,16906,0,1,1,1,2750,15,0,0,6017,0
0,876,2,293954.3172,11628.81279,65508,0,1,1,1,14000,7,2500,5,6015,1
0,877,2,350557.3646,46786.01136,10152,0,1,1,1,0,0,0,0,6010,0
0,878,2,336443.0929,41649.31161,21461,0,3,1,1,40806,28,0,0,6011,1
0,879,2,331084.3509,26903.27168,28979,0,2,1,1,6494,12,0,0,6010,0
0,880,2,335712.3306,32049.36588,24711,0,1,1,1,3193,11,500,1,6009,0
1,881,1,59701.51321,251862.3328,301447,0,5,1,1,63866,18,500,1,6004,1
1,882,1,125763.6112,180091.6235,234308,0,3,1,1,21078,15,200,1,6007,0
0,883,2,323119.6691,22581.61424,37832,0,1,1,1,0,0,0,0,6004,0
0,884,2,223238.6437,82051.25475,135168,0,4,1,1,29156,16,300,2,6002,0
0,885,2,223272.947,84150.71755,134650,0,4,1,1,40232,17,2055,2,6000,0
0,886,2,338106.0572,34035.33855,20665,0,3,1,1,19947,16,0,0,5997,1
0,887,2,354807.2418,50432.16125,5546,0,1,1,1,2631,6,0,0,5995,1
0,888,2,266736.654,39174.15853,91736,0,4,1,1,26724,14,0,0,5994,0
1,889,1,97047.32153,390143.8058,444159,0,1,1,1,0,0,0,0,5993,0
0,890,2,266427.8061,40853.62324,94167,0,1,1,1,6500,4,500,1,5990,1
0,891,2,227530.6462,77962.56565,132256,0,2,1,1,15040,24,899,3,5988,0
0,892,2,212011.2854,118864.2898,149959,0,5,1,1,85844,51,1400,4,5986,1
0,893,2,256988.4667,51667.34163,104338,0,1,1,1,2500,1,0,0,5982,0
0,894,2,319649.3872,27381.30867,38312,0,4,1,1,37419,14,0,0,5980,1
0,895,2,358775.9401,54663.1302,1860,0,1,1,1,65,2,0,0,5976,0
0,896,2,306477.701,13310.61508,54337,0,1,1,1,2131,9,230,1,5976,0
1,897,1,143172.9104,164722.1397,218763,8753,1,1,1,11650,6,1150,3,5975,0
0,898,2,334131.9772,30469.5547,26204,967,1,1,1,4030,6,2930,4,5989,0
0,899,2,332983.8535,30614.39981,27876,0,1,1,1,0,0,0,0,5972,0
0,900,2,244945.6444,61581.52149,115533,0,2,1,1,8867,15,0,0,5968,0
0,901,2,229189.7468,88724.25536,129412,0,5,1,1,62510,21,0,0,5982,0
0,902,2,187410.4023,118321.4638,172110,9325,5,1,1,21382,23,950,3,5944,1
0,903,2,218465.4352,89928.92168,143378,0,1,1,1,3000,4,1500,3,5905,0
0,904,2,239976.7554,66444.36684,120476,0,2,1,1,9406,14,0,0,5870,0
0,905,2,348696.2941,104256.5448,15835,0,2,1,5,112171,16,0,0,5825,1
1,906,1,124030.5599,269808.3856,289351,0,5,1,1,147787,35,500,1,5789,1
0,907,2,328302.7907,25185.08781,32141,0,1,1,1,3500,14,0,0,5768,0
0,908,2,359550.2168,55268.12787,967,0,1,1,1,980,2,0,0,5716,0
0,909,2,340512.1821,37352.36288,20281,0,1,1,1,0,0,0,0,5567,0
0,910,2,246887.7143,66818.88814,111072,0,4,1,1,50533,19,350,1,5541,0
0,911,2,358522.5246,54412.00488,2111,0,1,1,1,100,1,0,0,5962,0
1,912,1,35447.45675,269736.3243,322454,0,4,1,1,44591,23,250,1,5961,1
0,913,2,356047.7817,52016.70457,4600,0,1,1,1,140,1,0,0,5959,0
0,914,2,337216.5005,33863.23692,23390,0,1,1,1,1650,3,150,1,5958,0
1,915,1,151619.0838,156378.2451,210496,0,1,1,1,9022,24,4900,19,5953,1
0,916,2,320785.1576,20917.81834,40189,0,1,1,1,0,0,0,0,5952,1
0,917,2,339058.78,36024.56586,21747,0,1,1,1,0,0,0,0,5638,1
1,918,1,149277.0939,169127.5308,212051,0,5,1,1,76256,23,2993,6,5523,0
1,919,1,99803.1559,212135.8066,266200,0,1,1,1,5000,1,0,0,5583,0
0,920,2,303764.4609,25012.94985,54148,0,4,1,1,40233,14,350,1,5949,1
0,921,2,335326.6412,32648.65894,25512,0,1,1,1,0,0,0,0,5393,0
0,922,2,332069.0976,29004.59416,28519,0,1,1,1,2125,2,0,0,5405,0
1,923,1,151541.1212,188314.4768,219387,0,5,1,1,105913,21,150,2,5951,1
0,924,2,196715.1691,109731.0981,163964,0,3,1,1,11385,11,0,0,5948,1
0,925,2,310890.6466,13095.40416,49736,0,1,1,1,3200,4,700,3,6038,0
0,926,2,350560.2714,46685.03765,10084,0,1,1,1,500,1,500,1,5946,1
0,927,2,336724.9847,31960.12715,22988,0,2,1,1,9347,14,1200,4,5944,1
0,928,2,342976.5194,39532.71761,17739,0,1,1,1,437,4,0,0,5941,0
0,929,2,209017.609,98576.70729,152426,0,1,1,1,6000,6,2000,4,5939,0
0,930,2,326144.872,23666.45689,34428,0,1,1,1,2625,10,0,0,5938,0
0,931,2,234486.6147,83709.56907,124030,0,5,1,1,61599,16,0,0,5934,1
0,932,2,343133.3738,39225.25099,17336,0,1,1,1,2375,12,0,0,5934,0
1,933,1,70745.19954,240752.1681,290012,0,5,1,1,64360,18,650,2,5931,1
0,934,2,330460.3466,25646.53736,29125,0,3,1,1,10930,14,0,0,5945,0
0,935,2,274516.3436,32284.25909,83848,0,4,1,1,28202,14,0,0,5927,0
0,936,2,226571.1256,98437.80806,133264,0,5,1,1,74067,21,0,0,5926,1
0,937,2,233455.0734,72114.91596,124869,0,3,1,1,30116,16,0,0,5924,0
0,938,2,319097.9239,19531.1457,39233,0,4,1,1,27545,13,0,0,5920,1
0,939,2,346206.9391,41350.27922,13050,0,3,1,1,13617,16,0,0,5920,1
0,940,2,267810.0459,37605.75023,90855,0,3,1,1,23992,13,0,0,5919,0
0,941,2,313925.2723,11406.62638,44824,0,1,3,1,21107,19,2000,4,5916,1
0,942,2,356884.7484,52700.48041,3663,0,1,1,1,894,10,0,0,5916,1
0,943,2,314397.0543,12170.51131,44293,0,3,1,1,21920,21,100,1,5913,1
0,944,2,328639.4115,24347.06079,31319,0,1,1,1,7552,5,0,0,5912,0
0,945,2,318582.5523,13762.02975,40757,0,3,1,1,14002,11,0,0,5912,0
0,946,2,231794.5041,77552.9114,130356,0,1,1,1,150,1,150,1,5910,0
0,947,2,233896.6524,71088.68809,125077,0,3,1,1,21881,14,0,0,5905,0
1,948,1,139315.56,188661.9202,226826,0,5,1,1,91660,21,500,1,5906,0
0,949,2,320934.4793,16338.89229,38150,0,3,1,1,16688,15,0,0,5854,1
0,950,2,340038.1525,36084.40789,20342,0,1,1,1,3291,9,0,0,5829,0
0,951,2,314398.243,12396.1386,45781,0,2,1,1,6498,13,0,0,5801,0
0,952,2,217374.8028,91079.54012,144525,0,1,1,1,2833,4,0,0,5785,0
0,953,2,322468.3261,18690.55932,37571,0,2,1,1,7197,15,0,0,5762,0
0,954,2,246642.1292,58520.34405,112013,0,3,1,1,24943,14,0,0,5734,0
0,955,2,327278.1989,41198.82012,30638,0,3,1,1,48963,16,0,0,5696,1
0,956,2,302833.1413,53085.96732,55997,0,5,1,1,68320,23,0,0,5899,1
0,957,2,349030.7364,44945.27185,11447,0,1,1,1,1945,13,0,0,5902,0
0,958,2,342994.1062,39660.99159,17778,0,1,1,1,0,0,0,0,5897,0
0,959,2,345811.9644,42131.55488,13375,4301,4,1,1,15732,43,9200,28,5916,1
0,960,2,240415.1644,64571.9604,118572,0,3,1,1,21426,19,0,0,5892,0
0,961,2,347018.2965,43427.99517,13720,0,1,1,1,0,0,0,0,5884,0
0,962,2,349686.3233,45952.76677,11030,0,1,1,1,0,0,0,0,5884,0
0,963,2,349242.7271,52731.97691,8651,0,4,1,1,41586,22,950,5,5882,1
1,964,1,76810.1512,230505.2638,281626,0,5,1,1,53521,16,0,0,5878,0
0,965,2,332441.2355,28354.1343,26367,0,3,1,1,19649,15,0,0,5874,1
0,966,2,240310.7335,67551.41588,120945,0,1,1,1,4300,4,300,2,5871,1
0,967,2,355092.6288,59451.09407,2843,0,4,1,1,44130,35,7450,20,5869,1
0,968,2,348940.4138,45244.22026,11782,0,1,1,1,0,0,0,0,5864,0
0,969,2,271587.2823,37344.93033,89480,0,1,1,1,2946,4,1946,3,5902,1
0,970,2,337469.0848,36929.03275,20702,0,4,1,1,30451,24,1100,5,5856,1
0,971,2,345287.1239,41183.96846,15108,0,1,1,1,2850,16,0,0,5876,0
0,972,2,334156.8634,29477.10631,24917,0,3,1,1,16239,13,150,1,5857,1
0,973,2,227117.8825,99041.13261,132910,0,5,1,1,75540,46,250,1,5856,1
0,974,2,299012.9922,10956.98503,61227,0,2,1,1,6957,10,0,0,5647,0
0,975,2,358434.2714,54211.71508,2117,0,1,1,1,769,7,0,0,5609,0
0,976,2,319057.7064,25314.81367,38964,0,3,1,1,35166,26,3200,8,5553,1
0,977,2,339413.8083,35333.6534,20498,0,1,1,1,7826,20,7226,18,5491,0
0,978,2,227260.5,91823.08029,131554,0,5,1,1,64937,15,0,0,5428,1
0,979,2,303641.2876,1969.470234,55661,0,3,1,1,15107,13,0,0,5387,0
0,980,2,272948.1505,40563.27386,84949,0,4,1,1,41854,15,0,0,5336,0
0,981,2,219235.4491,85781.7176,139897,0,3,1,1,21065,28,50,1,5329,0
0,982,2,205749.2409,101623.311,155587,0,1,1,1,6893,9,0,0,5279,0
0,983,2,336158.2338,32528.65447,24310,0,1,1,1,2815,6,0,0,5266,0
0,984,2,253344.5994,51816.59674,106115,0,3,1,1,16197,21,500,1,5219,0
1,985,1,120528.2922,190148.0056,238641,0,5,1,1,61971,15,850,2,5849,1
0,986,2,290627.5533,22468.20022,70671,0,1,1,1,0,0,0,0,5850,0
0,987,2,328893.0692,25847.44342,31593,0,1,1,1,3128,12,0,0,5846,1
0,988,2,257727.2751,47273.2489,101397,0,3,1,1,19173,12,0,0,5847,0
0,989,2,226447.9586,78782.62676,133052,0,3,1,1,17424,15,0,0,5843,0
0,990,2,321909.1382,17177.13004,37252,0,3,1,1,15774,19,0,0,5842,0
0,991,2,345509.8325,42007.56983,15241,0,1,1,1,0,0,0,0,5840,0
0,992,2,338836.3823,34249.34905,21101,0,1,1,1,7171,32,0,0,5839,1
0,993,2,277536.1145,31385.46795,80612,0,4,1,1,32334,20,0,0,5839,0
0,994,2,312683.8091,44628.08445,45542,0,5,1,1,59012,14,0,0,5835,1
0,995,2,355143.1581,50831.27841,5274,0,1,1,1,2074,11,0,0,5834,1
0,996,2,257646.2815,47519.85726,101089,0,3,1,1,23503,17,0,0,5834,0
0,997,2,353128.4276,49233.57917,7560,0,1,1,1,0,0,0,0,5833,0
1,998,1,103615.9477,206851.6823,255797,0,5,1,1,62107,16,0,0,5832,1
0,999,2,166162.5387,143297.9629,192046,0,4,1,1,54818,52,1200,3,5829,0
1,1000,1,14002.86968,318192.505,370596,0,5,1,1,50120,12,0,0,5826,0
0,1001,2,217197.078,99416.3681,141491,0,5,1,1,63060,6,0,0,5827,0
0,1002,2,269275.4673,35926.08224,89527,0,3,1,1,22206,14,0,0,5821,1
1,1003,1,52117.24727,276752.8349,330644,0,1,1,1,0,0,0,0,5822,0
0,1004,2,308726.1718,16999.62467,49430,0,4,1,1,31471,16,0,0,5822,0
0,1005,2,245430.5668,59785.32575,114070,0,2,1,1,16293,24,250,1,5818,0
0,1006,2,236402.4692,69910.23997,124004,0,2,1,1,9982,12,0,0,5815,0
0,1007,2,350214.9517,46452.51399,10497,0,1,1,1,0,0,0,0,5815,0
0,1008,2,352013.2441,47668.98767,8327,0,1,1,1,2900,4,150,1,5814,1
0,1009,2,334412.8274,29828.78786,25463,0,2,1,1,7973,14,0,0,5813,0
0,1010,2,272849.8201,41961.35537,85036,0,4,1,1,43825,21,0,0,5807,1
0,1011,2,347012.1927,43871.35368,11449,0,1,1,1,24415,11,0,0,5864,1
0,1012,2,306725.2301,15405.39249,54392,0,1,1,1,0,0,0,0,5807,0
0,1013,2,308458.0198,15068.2888,52577,0,1,1,1,441,12,0,0,5804,0
0,1014,2,281161.4585,29844.19145,80174,0,1,1,1,500,1,0,0,5804,1
0,1015,2,263136.2699,43363.05898,96827,1094,1,1,1,12100,19,8100,17,5801,0
0,1016,2,350577.465,45955.99403,9489,0,1,1,1,5359,14,0,0,5807,1
0,1017,2,303192.042,13216.63857,57587,0,1,1,1,2620,6,0,0,5799,1
0,1018,2,226913.3341,78822.7164,131306,0,3,1,1,32115,15,0,0,5797,0
0,1019,2,319247.9566,14452.09423,39985,0,3,1,1,15103,21,0,0,5794,0
0,1020,2,289203.842,21175.72964,71627,0,1,1,1,3225,9,600,2,5793,0
0,1021,2,197283.6323,107697.0397,161396,0,3,1,1,26695,11,1000,2,5792,0
0,1022,2,279557.1107,29400.2121,81300,0,1,1,1,3750,5,250,3,5791,0
0,1023,2,292406.9672,16591.42551,66015,0,2,1,1,26706,30,2676,7,5790,1
0,1024,2,352865.1884,48941.95704,7800,0,1,1,1,200,1,0,0,5787,0
0,1025,2,333110.3208,29665.78007,27348,0,1,1,1,3084,4,0,0,5824,0
0,1026,2,206917.1535,99320.54402,153554,0,1,1,1,11786,6,1750,4,5784,1
0,1027,2,317308.924,15190.38236,42990,0,1,1,1,5345,3,0,0,5804,0
0,1028,2,344098.6519,40684.38649,16664,0,1,1,1,0,0,0,0,5778,1
0,1029,2,321405.0959,16933.51757,37618,0,3,1,1,17385,7,0,0,5818,0
0,1030,2,305740.5618,2596.311295,53384,0,3,1,1,16907,12,0,0,5778,0
0,1031,2,317524.0406,18054.60889,43326,0,1,1,1,1100,7,1100,7,5776,0
0,1032,2,246367.7806,59491.55384,113683,0,3,1,1,11821,12,0,0,5773,0
0,1033,2,280045.9265,32643.27339,77930,0,4,1,1,37541,35,3600,18,5773,1
0,1034,2,330675.5965,29530.87868,27625,0,3,1,1,27799,16,500,1,5772,1
0,1035,2,326774.7163,24341.05826,33835,0,1,1,1,2280,7,1000,2,5771,0
0,1036,2,190947.83,115907.791,170049,3692,2,1,1,10232,16,750,2,5770,0
0,1037,2,205347.7645,116208.212,154664,0,4,1,3,73881,33,0,0,5769,0
0,1038,2,321104.2945,25928.65916,36935,0,4,1,1,34448,17,0,0,5766,1
0,1039,2,293350.003,20474.69983,67904,0,1,1,1,81,1,0,0,5764,0
0,1040,2,302287.5503,5495.600419,57434,0,2,1,1,11140,16,0,0,5770,1
0,1041,2,349485.6309,45439.4648,11031,0,1,1,1,1600,5,0,0,5762,0
0,1042,2,282217.9797,25686.00211,78268,0,1,1,1,6172,13,500,1,5758,0
0,1043,2,260742.5949,68621.35479,98213,0,5,1,1,68013,29,0,0,5755,1
0,1044,2,350021.9858,45101.15958,9430,0,3,1,1,11323,13,0,0,5756,1
0,1045,2,352872.1907,52265.41005,5195,0,1,1,1,33050,3,50,1,5755,1
